Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,
Walmart,ADIDAS,1197831,6/22/2021,South,Arkansas,Little Rock,Essentials Loose Logo Tank Top,12,104,1248,612,49%,Outlet,
Sports Direct,ADIDAS,1185732,6/22/2021,Northeast,Massachusetts,Boston,Essentials Loose Logo Tank Top,43,104,4472,2370,53%,Outlet,
Amazon,ADIDAS,1185732,6/22/2021,Northeast,Massachusetts,Boston,Superstar Shoes,34,104,3536,1591,45%,Outlet,
Amazon,ADIDAS,1185732,6/22/2021,Northeast,Vermont,Burlington,Essentials Loose Logo Tank Top,35,104,3640,2293,63%,Outlet,
Amazon,ADIDAS,1185732,6/22/2021,Northeast,Vermont,Burlington,Formotion Sculpt Tights,48,104,4992,1997,40%,Outlet,
Amazon,ADIDAS,1185732,6/22/2021,Northeast,New Hampshire,Manchester,Marvel X Ghosted.3 Firm Ground Cleats,37,104,3848,1539,40%,Outlet,
Amazon,ADIDAS,1185732,7/21/2021,Northeast,New Hampshire,Manchester,Pureboost 21 Shoes,53,104,5512,2260,41%,Outlet,
Foot Locker,ADIDAS,1185732,7/21/2021,Northeast,Connecticut,Hartford,Lite Racer BYD 2.0 Shoes,36,103,3708,1891,51%,Outlet,
West Gear,ADIDAS,1128299,7/21/2021,West,Nevada,Las Vegas,Adilette Shower Slides,62,102,6324,2213,35%,Online,
West Gear,ADIDAS,1128299,7/21/2021,West,Colorado,Denver,Essentials Loose Logo Tank Top,51,102,5202,2861,55%,Online,
Amazon,ADIDAS,1185732,7/21/2021,West,Alaska,Anchorage,Conext 21 Mini Ball,52,102,5304,2281,43%,Online,
Amazon,ADIDAS,1185732,7/21/2021,West,Alaska,Anchorage,Essentials Logo Dress,53,102,5406,2162,40%,Online,
Amazon,ADIDAS,1185732,8/22/2021,West,Alaska,Anchorage,Copa Sense.3 Turf Shoes,54,102,5508,2368,43%,Online,
Foot Locker,ADIDAS,1128299,8/22/2021,West,Hawaii,Honolulu,Best Version of Myself Slogan Graphic Tank Top,44,102,4488,2379,53%,Online,
Foot Locker,ADIDAS,1128299,8/22/2021,Southeast,Virginia,Richmond,Essentials 3-Stripes Full-Zip Hoodie,38,102,3876,1357,35%,Online,
Foot Locker,ADIDAS,1128299,8/22/2021,Southeast,Virginia,Richmond,Best Version of Myself Slogan Graphic Tank Top,59,102,6018,3370,56%,Online,
Foot Locker,ADIDAS,1185732,8/22/2021,Midwest,Missouri,St. Louis,adidas Sportswear Future Icons Logo Graphic Tee,34,102,3468,1734,50%,Online,
Foot Locker,ADIDAS,1185732,8/22/2021,Midwest,Missouri,St. Louis,FutureNatural Shoes,38,102,3876,1938,50%,Online,
West Gear,ADIDAS,1185732,9/23/2021,West,Utah,Salt Lake City,Marvel Superhero Racer TR 2.0 Shoes,28,102,2856,1342,47%,Online,
West Gear,ADIDAS,1128299,9/23/2021,West,Oregon,Portland,Primegreen Essentials Warm-Up Slim 3-Stripes Track Jacket,38,102,3876,2209,57%,Online,
Foot Locker,ADIDAS,1128299,9/23/2021,West,Arizona,Phoenix,Sherpa Jacket,50,102,5100,2295,45%,Online,
Sports Direct,ADIDAS,1128299,9/23/2021,Southeast,Georgia,Atlanta,Sherpa Jacket,64,102,6528,4113,63%,Online,
Sports Direct,ADIDAS,1128299,9/23/2021,Southeast,Georgia,Atlanta,Yoga Pants,60,102,6120,2754,45%,Online,
Amazon,ADIDAS,1185732,9/23/2021,Midwest,Ohio,Columbus,AEROREADY Designed 2 Move Feelready Sport Long Sleeve Tee,24,102,2448,1175,48%,Online,
Walmart,ADIDAS,1197831,10/22/2021,South,Arkansas,Little Rock,Essentials French Terry 3-Stripes Hoodie,24,102,2448,1200,49%,Online,
Kohl's,ADIDAS,1197831,10/22/2021,South,Oklahoma,Oklahoma City,Fluidflash Shoes,23,102,2346,1384,59%,Online,
Kohl's,ADIDAS,1197831,10/22/2021,Midwest,Kansas,Wichita,Essentials Slim Logo Shorts,42,102,4284,1714,40%,Online,
Kohl's,ADIDAS,1197831,10/22/2021,Midwest,Kansas,Wichita,Essentials 3-Stripes Crop Top,47,102,4794,2972,62%,Online,
West Gear,ADIDAS,1185732,10/22/2021,Midwest,Wisconsin,Milwaukee,ZX 2K Boost Shoes,52,102,5304,2652,50%,Online,
West Gear,ADIDAS,1185732,10/22/2021,Midwest,Wisconsin,Milwaukee,Lite Racer BYD 2.0 Shoes,49,102,4998,2449,49%,Online,
Foot Locker,ADIDAS,1185732,11/22/2021,Northeast,West Virginia,Charleston,Essentials 3-Stripes Full-Zip Hoodie,53,102,5406,2541,47%,Online,
Sports Direct,ADIDAS,1185732,11/22/2021,Northeast,Maryland,Baltimore,ZX 2K Boost 2.0 Shoes,54,102,5508,3305,60%,Online,
Foot Locker,ADIDAS,1185732,11/22/2021,Northeast,Delaware,Wilmington,Racer TR21 Shoes,41,102,4182,1882,45%,Online,
Kohl's,ADIDAS,1185732,11/22/2021,Northeast,New Jersey,Newark,Aeromotion Pants,51,102,5202,3381,65%,Online,
Amazon,ADIDAS,1185732,11/22/2021,Northeast,New Hampshire,Manchester,ZX 2K Boost 2.0 Shoes,60,102,6120,2754,45%,Online,
Foot Locker,ADIDAS,1185732,11/22/2021,Northeast,Pennsylvania,Philadelphia,Crew Sweatshirt,44,102,4488,2154,48%,Outlet,
Foot Locker,ADIDAS,1128299,12/21/2021,Southeast,Virginia,Richmond,Allover Print Camo Shorts and Tee Set,35,102,3570,1678,47%,Outlet,
West Gear,ADIDAS,1128299,12/21/2021,South,Louisiana,New Orleans,Marimekko Believe This Primegreen AEROREADY Training Bra,46,102,4692,2581,55%,Outlet,
Foot Locker,ADIDAS,1128299,12/21/2021,West,Arizona,Phoenix,Brand Love Repeat Logo High-Waist Woven Pants,32,102,3264,1404,43%,Outlet,
Sports Direct,ADIDAS,1128299,12/21/2021,Southeast,Georgia,Atlanta,adidas x Zoe Saldana Feelbrilliant AEROREADY 3/4 Printed Sport Tights,41,102,4182,2635,63%,Outlet,
Sports Direct,ADIDAS,1197831,12/21/2021,South,Mississippi,Jackson,Brand Love Repeat Logo High-Waist Woven Pants,13,102,1326,690,52%,Outlet,
Walmart,ADIDAS,1197831,12/21/2021,South,Arkansas,Little Rock,ZX 2K Boost 2.0 Shoes,20,102,2040,1102,54%,Outlet,
West Gear,ADIDAS,1197831,1/20/2021,South,Arkansas,Little Rock,3-Stripes Low Cut Socks 3 Pairs,19,102,1938,1066,55%,Outlet,
West Gear,ADIDAS,1197831,1/20/2021,South,Oklahoma,Oklahoma City,Future Icons 3-Stripes Tapered-Leg Pants,29,102,2958,1804,61%,Outlet,
Sports Direct,ADIDAS,1185732,1/20/2021,Northeast,Rhode Island,Providence,HEAT.RDY Warrior Tee,37,102,3774,1736,46%,Outlet,
Amazon,ADIDAS,1185732,1/20/2021,Northeast,Massachusetts,Boston,ZX 2K Boost 2.0 Shoes,40,102,4080,2734,67%,Outlet,
Amazon,ADIDAS,1185732,1/20/2021,Northeast,Vermont,Burlington,ZX 2K Boost Pure Shoes,38,102,3876,1977,51%,Outlet,
West Gear,ADIDAS,1185732,1/20/2021,Northeast,Vermont,Burlington,Racer TR21 Shoes,46,102,4692,2346,50%,Outlet,
West Gear,ADIDAS,1128299,2/18/2021,West,Washington,Seattle,EQ21 Run Shoes,71,101,7171,3944,55%,Online,
Kohl's,ADIDAS,1189833,2/18/2021,Midwest,Montana,Billings,Racer TR21 Shoes,43,101,4343,2823,65%,Online,
Kohl's,ADIDAS,1189833,2/18/2021,Midwest,Montana,Billings,Delpala x FMF Shoes,55,101,5555,2666,48%,Online,
Sports Direct,ADIDAS,1197831,12/2/2021,South,Tennessee,Knoxville,ZX 1K Boost Shoes,33,101,3333,2333,70%,Online,
West Gear,ADIDAS,1128299,12/2/2021,Northeast,Maine,Portland,ZX 1K Boost Shoes,43,101,4343,2389,55%,Online,
Amazon,ADIDAS,1185732,12/2/2021,West,Alaska,Anchorage,Puremotion Shoes,74,101,7474,3812,51%,Online,
Foot Locker,ADIDAS,1128299,12/2/2021,West,Hawaii,Honolulu,ZX 2K Boost 2.0 Shoes,57,101,5757,3051,53%,Online,
Sports Direct,ADIDAS,1128299,1/13/2021,Southeast,Florida,Orlando,ZX 2K Boost 2.0 Shoes,54,101,5454,3545,65%,Online,
Foot Locker,ADIDAS,1185732,1/13/2021,Midwest,Missouri,St. Louis,ZX 1K Boost Shoes,29,101,2929,1435,49%,Online,
West Gear,ADIDAS,1185732,1/13/2021,Midwest,Missouri,St. Louis,ZX 1K Boost Shoes,24,101,2424,1697,70%,Online,
West Gear,ADIDAS,1185732,1/13/2021,West,Utah,Salt Lake City,ZX 1K Boost Shoes,32,101,3232,1616,50%,Online,
West Gear,ADIDAS,1185732,1/13/2021,West,Utah,Salt Lake City,ZX 1K Boost Shoes,29,101,2929,1494,51%,Online,
West Gear,ADIDAS,1185732,1/13/2021,West,Utah,Salt Lake City,ZX 1K Boost Shoes,19,101,1919,998,52%,Online,
West Gear,ADIDAS,1128299,2/11/2021,South,Louisiana,New Orleans,ZX 1K Boost Shoes,51,101,5151,3091,60%,Online,
Sports Direct,ADIDAS,1197831,2/11/2021,West,Idaho,Boise,Grand Court Shoes,44,101,4444,2000,45%,Online,
Foot Locker,ADIDAS,1128299,2/11/2021,West,Arizona,Phoenix,Marathon 20 Shorts,48,101,4848,3394,70%,Online,
Kohl's,ADIDAS,1128299,12/2/2021,West,New Mexico,Albuquerque,ZX 1K Boost Shoes,69,101,6969,3833,55%,Online,
Sports Direct,ADIDAS,1128299,12/2/2021,Southeast,Georgia,Atlanta,Multix Shoes,46,101,4646,2323,50%,Online,
Amazon,ADIDAS,1185732,12/2/2021,Midwest,Ohio,Columbus,X9000L3 Shoes,29,101,2929,1611,55%,Online,
Amazon,ADIDAS,1185732,12/2/2021,Midwest,Ohio,Columbus,Marathon 20 Shorts,42,101,4242,2630,62%,Online,
Amazon,ADIDAS,1185732,1/13/2021,Southeast,Kentucky,Louisville,Multix Shoes,52,101,5252,2521,48%,Online,
Foot Locker,ADIDAS,1185732,1/13/2021,Southeast,Kentucky,Louisville,LOUNGEWEAR Adicolor Essentials Tee,23,101,2323,1510,65%,Online,
Foot Locker,ADIDAS,1185732,1/13/2021,South,Mississippi,Jackson,Ultralight Allover Graphic Crew Performance Socks,14,101,1414,764,54%,Online,
Foot Locker,ADIDAS,1185732,1/13/2021,South,Mississippi,Jackson,Ultimate365 Core 8.5-Inch Shorts,33,101,3333,1733,52%,Online,
West Gear,ADIDAS,1197831,1/13/2021,South,Arkansas,Little Rock,Adicolor Classics 3-Stripes Crew Sweatshirt,23,101,2323,1254,54%,Online,
Kohl's,ADIDAS,1197831,1/13/2021,South,Oklahoma,Oklahoma City,AEROREADY Designed 2 Move Sport Stretch Tee,55,101,5555,3444,62%,Online,
West Gear,ADIDAS,1185732,2/11/2021,Midwest,Indiana,Indianapolis,4ATHLTS ID Duffel Bag Small,54,101,5454,2727,50%,Online,
Kohl's,ADIDAS,1185732,2/11/2021,Northeast,New Jersey,Newark,LOUNGEWEAR Essentials Logo Fleece Hoodie,42,101,4242,2800,66%,Online,
Sports Direct,ADIDAS,1185732,2/11/2021,Northeast,New Jersey,Newark,Running Ultralight Crew Performance Socks,59,101,5959,4171,70%,Online,
Foot Locker,ADIDAS,1185732,2/4/2021,Northeast,Connecticut,Hartford,Running Ultralight Crew Performance Socks,51,101,5151,2421,47%,Online,
Sports Direct,ADIDAS,1185732,2/4/2021,Northeast,Massachusetts,Boston,Finale 21 20th Anniversary UCL Mini Ball,54,101,5454,2782,51%,Online,
Foot Locker,ADIDAS,1128299,2/4/2021,Southeast,Virginia,Richmond,HER Studio London Track Jacket,31,101,3131,1597,51%,Outlet,
West Gear,ADIDAS,1128299,3/2/2021,South,Louisiana,New Orleans,Warp knit Cargo Pants,33,101,3333,1500,45%,Outlet,
Kohl's,ADIDAS,1128299,3/2/2021,West,Arizona,Phoenix,Essentials 3-Stripes Cropped Hoodie,30,101,3030,1333,44%,Outlet,
Kohl's,ADIDAS,1197831,3/2/2021,South,Oklahoma,Oklahoma City,Marathon Running Jacket (Plus Size),22,101,2222,1489,67%,Outlet,
Amazon,ADIDAS,1185732,3/2/2021,Northeast,Massachusetts,Boston,SAMBAROSE Shoes,27,101,2727,1309,48%,Outlet,
Amazon,ADIDAS,1185732,3/2/2021,Northeast,Vermont,Burlington,SAMBAROSE Shoes,44,101,4444,2311,52%,Outlet,
Amazon,ADIDAS,1185732,3/2/2021,Northeast,Vermont,Burlington,AEROREADY Designed 2 Move Sport Tee,28,101,2828,1471,52%,Outlet,
Amazon,ADIDAS,1185732,4/3/2021,Northeast,Vermont,Burlington,Designed 2 Move 7/8 Sport Tights (Maternity),35,101,3535,1626,46%,Outlet,
Amazon,ADIDAS,1185732,4/3/2021,Northeast,New Hampshire,Manchester,Adilette Comfort Slides,33,101,3333,1500,45%,Outlet,
Amazon,ADIDAS,1185732,4/3/2021,Northeast,New Hampshire,Manchester,Adilette Comfort Slides,42,101,4242,2969,70%,Outlet,
Foot Locker,ADIDAS,1185732,4/3/2021,Midwest,Illinois,Chicago,Essentials MÃ©lange Embroidered Small Logo Hoodie,60,100,6000,2940,49%,Outlet,
Foot Locker,ADIDAS,1185732,4/3/2021,Midwest,Illinois,Chicago,Adilette Comfort Slides,50,100,5000,2700,54%,Outlet,
Foot Locker,ADIDAS,1185732,4/3/2021,Northeast,Pennsylvania,Philadelphia,adidas Sportswear Future Icons Logo Graphic Pants,55,100,5500,2805,51%,Outlet,
Foot Locker,ADIDAS,1185732,5/2/2021,Northeast,Pennsylvania,Philadelphia,LOUNGEWEAR Essentials Logo Tee,50,100,5000,2000,40%,Outlet,
Foot Locker,ADIDAS,1185732,5/2/2021,Northeast,Pennsylvania,Philadelphia,Classic 3-Stripes Swim Shorts,60,100,6000,2100,35%,Outlet,
Foot Locker,ADIDAS,1185732,5/2/2021,Southeast,Florida,Miami,Designed 2 Move 7/8 Sport Tights (Maternity),30,100,3000,1890,63%,In-store,
Foot Locker,ADIDAS,1185732,5/2/2021,Midwest,Minnesota,Minneapolis,adidas Sportswear Future Icons 3-Stripes Tee,40,100,4000,1680,42%,In-store,
Foot Locker,ADIDAS,1185732,5/2/2021,Midwest,Minnesota,Minneapolis,LOUNGEWEAR Tights,30,100,3000,1380,46%,In-store,
Foot Locker,ADIDAS,1185732,5/2/2021,Midwest,Minnesota,Minneapolis,adidas Sportswear W.N.D. Windbreaker,35,100,3500,1610,46%,Outlet,
Foot Locker,ADIDAS,1185732,6/4/2021,Midwest,Nebraska,Omaha,Classic 3-Stripes Swim Shorts,40,100,4000,1680,42%,Outlet,
Foot Locker,ADIDAS,1185732,6/4/2021,Midwest,Nebraska,Omaha,adidas Sportswear Future Icons Logo Graphic Tee,35,100,3500,1260,36%,Outlet,
Foot Locker,ADIDAS,1185732,6/4/2021,Midwest,Nebraska,Omaha,adidas Sportswear Future Icons Logo Graphic Tee,40,100,4000,2520,63%,Outlet,
Foot Locker,ADIDAS,1185732,6/4/2021,Midwest,Nebraska,Omaha,adidas Sportswear Future Icons 3-Stripes Hoodie,20,100,2000,800,40%,Outlet,
Foot Locker,ADIDAS,1185732,6/4/2021,Midwest,Nebraska,Omaha,AEROREADY Warrior Tee,50,100,5000,2300,46%,Outlet,
Amazon,ADIDAS,1185732,6/4/2021,South,Alabama,Birmingham,adidas Sportswear Future Icons Logo Graphic Tee,35,100,3500,1645,47%,Outlet,
Amazon,ADIDAS,1185732,7/2/2021,Northeast,Maine,Portland,adidas Sportswear Future Icons Logo Graphic Pants,50,100,5000,2100,42%,Outlet,
Amazon,ADIDAS,1185732,7/2/2021,Northeast,Maine,Portland,adidas Sportswear Future Icons 3-Stripes Hoodie,55,100,5500,2475,45%,Outlet,
Amazon,ADIDAS,1185732,7/2/2021,Northeast,Maine,Portland,AEROREADY Warrior Tee,65,100,6500,4225,65%,Outlet,
Foot Locker,ADIDAS,1128299,7/2/2021,Southeast,Virginia,Richmond,Adilette Comfort Slides,55,100,5500,2530,46%,In-store,
West Gear,ADIDAS,1128299,7/2/2021,West,Oregon,Portland,adidas Sportswear Future Icons 3-Stripes Pants,55,100,5500,2750,50%,In-store,
Amazon,ADIDAS,1185732,7/2/2021,Southeast,Kentucky,Louisville,adidas Sportswear Future Icons 3-Stripes Shorts,40,100,4000,2120,53%,Online,
Amazon,ADIDAS,1185732,8/3/2021,Southeast,Kentucky,Louisville,adidas Sportswear Future Icons 3-Stripes Tee,45,100,4500,2070,46%,Online,
Kohl's,ADIDAS,1197831,8/3/2021,Midwest,Kansas,Wichita,Classic 3-Stripes Swim Shorts,20,100,2000,840,42%,Online,
Foot Locker,ADIDAS,1185732,8/3/2021,Midwest,South Dakota,Sioux Falls,adidas Sportswear Future Icons Logo Graphic Hoodie,35,100,3500,2345,67%,Online,
Foot Locker,ADIDAS,1185732,8/3/2021,Midwest,South Dakota,Sioux Falls,Adilette Comfort Slides,60,100,6000,3000,50%,Online,
Foot Locker,ADIDAS,1185732,8/3/2021,Midwest,South Dakota,Sioux Falls,Adilette Comfort Slides,45,100,4500,2250,50%,Online,
Sports Direct,ADIDAS,1185732,8/3/2021,Midwest,North Dakota,Fargo,adidas Sportswear Future Icons 3-Stripes Shorts,30,100,3000,1590,53%,Online,
Sports Direct,ADIDAS,1185732,9/2/2021,Midwest,North Dakota,Fargo,adidas Sportswear Future Icons Logo Graphic Tee,60,100,6000,2880,48%,In-store,
Sports Direct,ADIDAS,1185732,9/2/2021,Midwest,North Dakota,Fargo,Hamburg Shoes,40,100,4000,1680,42%,In-store,
Foot Locker,ADIDAS,1185732,9/2/2021,Midwest,North Dakota,Fargo,adidas Sportswear Future Icons Logo Graphic Hoodie,25,100,2500,1650,66%,In-store,
Foot Locker,ADIDAS,1185732,9/2/2021,Midwest,Iowa,Des Moines,adidas Sportswear Future Icons 3-Stripes Hoodie,15,100,1500,705,47%,In-store,
Foot Locker,ADIDAS,1185732,9/2/2021,Midwest,Iowa,Des Moines,Ultraboost Slip-On DNA Shoes,15,100,1500,825,55%,In-store,
West Gear,ADIDAS,1185732,9/2/2021,Midwest,Iowa,Des Moines,Bryony Shoes,25,100,2500,1350,54%,In-store,
West Gear,ADIDAS,1185732,10/4/2021,Midwest,Wisconsin,Milwaukee,Racer TR21 Shoes,60,100,6000,2760,46%,In-store,
West Gear,ADIDAS,1185732,10/4/2021,Northeast,Maryland,Baltimore,Racer TR21 Shoes,40,100,4000,1720,43%,In-store,
Sports Direct,ADIDAS,1185732,10/4/2021,Northeast,Maryland,Baltimore,ZX 2K Boost Shoes,40,100,4000,2400,60%,In-store,
Sports Direct,ADIDAS,1185732,10/4/2021,Northeast,Maryland,Baltimore,Cloudfoam Pure 2.0  Shoes,50,100,5000,2000,40%,In-store,
Sports Direct,ADIDAS,1185732,10/4/2021,Northeast,Maryland,Baltimore,Bryony Shoes,50,100,5000,2250,45%,In-store,
Kohl's,ADIDAS,1185732,10/4/2021,Northeast,New Jersey,Newark,Cloudfoam Pure 2.0  Shoes,30,100,3000,1410,47%,In-store,
Kohl's,ADIDAS,1185732,11/3/2021,Northeast,New Jersey,Newark,Bryony Shoes,30,100,3000,1350,45%,In-store,
Kohl's,ADIDAS,1185732,11/3/2021,Northeast,New Jersey,Newark,Cloudfoam Pure 2.0  Shoes,45,100,4500,1800,40%,In-store,
Sports Direct,ADIDAS,1185732,11/3/2021,Northeast,Connecticut,Hartford,Pureboost 21 Shoes,35,100,3500,2170,62%,In-store,
Foot Locker,ADIDAS,1185732,11/3/2021,Northeast,Rhode Island,Providence,Postmove Shoes,40,100,4000,1680,42%,In-store,
Foot Locker,ADIDAS,1185732,11/3/2021,Northeast,Rhode Island,Providence,Ozelia Shoes,50,100,5000,2250,45%,In-store,
Foot Locker,ADIDAS,1185732,11/3/2021,Northeast,Rhode Island,Providence,HER Studio London Adilette Slides,50,100,5000,2250,45%,In-store,
Sports Direct,ADIDAS,1185732,12/2/2021,Northeast,Rhode Island,Providence,Cloudfoam Pure 2.0  Shoes,35,100,3500,1505,43%,In-store,
Sports Direct,ADIDAS,1185732,12/2/2021,Northeast,Massachusetts,Boston,Adilette Slides,50,100,5000,1950,39%,In-store,
Sports Direct,ADIDAS,1185732,2/4/2021,Northeast,Massachusetts,Boston,Ozelia Shoes,55,100,5500,3575,65%,In-store,
Sports Direct,ADIDAS,1185732,2/4/2021,Northeast,Massachusetts,Boston,Pureboost 21 Shoes,65,100,6500,3055,47%,In-store,
Sports Direct,ADIDAS,1197831,2/4/2021,South,Texas,Dallas,Adilette Slides,36,100,3600,1908,53%,Online,
West Gear,ADIDAS,1128299,3/2/2021,West,Colorado,Denver,Marimekko Adilette Slides,74,100,7400,3774,51%,Online,
West Gear,ADIDAS,1128299,3/2/2021,West,Colorado,Denver,Adilette Slides,59,100,5900,2832,48%,Online,
Kohl's,ADIDAS,1189833,3/2/2021,Midwest,Montana,Billings,Ozelia Shoes,50,100,5000,2200,44%,Online,
Sports Direct,ADIDAS,1197831,3/2/2021,South,Tennessee,Knoxville,ZX 2K Boost 2.0 Shoes,53,100,5300,3657,69%,Online,
Amazon,ADIDAS,1185732,3/2/2021,West,Alaska,Anchorage,ZX 2K Boost 2.0 Shoes,67,100,6700,3015,45%,Online,
Sports Direct,ADIDAS,1128299,3/2/2021,Southeast,Florida,Orlando,Badge of Sport Classic Tee (Plus size),58,100,5800,3074,53%,Online,
Walmart,ADIDAS,1128299,4/3/2021,Southeast,Florida,Orlando,ZX 2K Boost 2.0 Shoes,47,100,4700,2491,53%,Online,
Foot Locker,ADIDAS,1185732,4/3/2021,Midwest,Missouri,St. Louis,Fleece Sweatshirt,28,100,2800,1288,46%,Online,
West Gear,ADIDAS,1185732,4/3/2021,West,Utah,Salt Lake City,Hyperglam Crop Crew Sweatshirt,29,100,2900,1247,43%,Online,
West Gear,ADIDAS,1185732,4/3/2021,West,Utah,Salt Lake City,Swift X Shoes,19,100,1900,969,51%,Online,
West Gear,ADIDAS,1128299,4/3/2021,West,Oregon,Portland,Hyperglam Crop Crew Sweatshirt,33,100,3300,1221,37%,Online,
West Gear,ADIDAS,1128299,4/3/2021,West,Oregon,Portland,Adilette Slides,42,100,4200,2268,54%,Online,
West Gear,ADIDAS,1128299,5/2/2021,South,Louisiana,New Orleans,Swift X Shoes,47,100,4700,2350,50%,Online,
West Gear,ADIDAS,1128299,5/2/2021,South,Louisiana,New Orleans,ZX 2K Boost 2.0 Shoes,42,100,4200,2730,65%,Online,
Sports Direct,ADIDAS,1128299,5/2/2021,Southeast,Georgia,Atlanta,adidas Sportswear Comfy & Chill Full Zip Hoodie,54,100,5400,1620,30%,Online,
Foot Locker,ADIDAS,1185732,5/2/2021,South,Mississippi,Jackson,adidas Sportswear Seasonals Stadium Shorts,24,100,2400,1200,50%,Online,
Walmart,ADIDAS,1185732,5/2/2021,South,Mississippi,Jackson,adidas Sportswear Future Icons Camo Graphic Sweatshirt,19,100,1900,760,40%,Online,
Foot Locker,ADIDAS,1185732,5/2/2021,Northeast,West Virginia,Charleston,EQ21 Run Shoes,64,100,6400,3392,53%,Online,
Kohl's,ADIDAS,1185732,6/4/2021,Northeast,Delaware,Wilmington,Badge of Sport Classic Tee (Plus size),50,100,5000,2300,46%,Online,
Amazon,ADIDAS,1185732,6/4/2021,Northeast,Vermont,Burlington,EQ21 Run Shoes,55,100,5500,3850,70%,Online,
Foot Locker,ADIDAS,1185732,6/4/2021,Northeast,Pennsylvania,Philadelphia,adidas Sportswear Comfy & Chill Full Zip Hoodie,45,99,4455,1515,34%,Outlet,
Walmart,ADIDAS,1128299,6/4/2021,Southeast,Florida,Orlando,Predators Long Sleeve Tee,42,99,4158,2287,55%,Outlet,
Foot Locker,ADIDAS,1128299,6/4/2021,West,Arizona,Phoenix,EQ21 Run Shoes,44,99,4356,1742,40%,Outlet,
Sports Direct,ADIDAS,1128299,6/4/2021,West,New Mexico,Albuquerque,adidas Equipment Tiro Track Pants,28,99,2772,1469,53%,Outlet,
Walmart,ADIDAS,1197831,7/2/2021,South,Arkansas,Little Rock,Badge of Sport Classic Tee (Plus size),16,99,1584,744,47%,Outlet,
Foot Locker,ADIDAS,1185732,7/2/2021,Northeast,Connecticut,Hartford,Fold-Cuff Crew Socks 3 Pairs,42,99,4158,2911,70%,Outlet,
Amazon,ADIDAS,1185732,7/2/2021,Northeast,Vermont,Burlington,Fold-Cuff Crew Socks 3 Pairs,44,99,4356,1481,34%,Outlet,
Amazon,ADIDAS,1185732,7/2/2021,Northeast,New Hampshire,Manchester,adidas x Zoe Saldana Feelbrilliant AEROREADY 7/8 Printed Sport Tights,36,99,3564,1818,51%,Outlet,
Foot Locker,ADIDAS,1185732,7/2/2021,Northeast,New Hampshire,Manchester,adidas Sleek Shoes,44,99,4356,1655,38%,Outlet,
Foot Locker,ADIDAS,1185732,7/2/2021,Northeast,New Hampshire,Manchester,Marimekko Oversize Tee,35,99,3465,1836,53%,Outlet,
Foot Locker,ADIDAS,1185732,8/3/2021,Northeast,Pennsylvania,Philadelphia,Classic Waist Bag,64,98,6272,2885,46%,Online,
West Gear,ADIDAS,1128299,8/3/2021,West,Colorado,Denver,Cropped Letter Hoodie,72,98,7056,4657,66%,Online,
West Gear,ADIDAS,1128299,8/3/2021,West,Colorado,Denver,AEROREADY Designed to Move Sport Motion Logo Hoodie,59,98,5782,1966,34%,Online,
West Gear,ADIDAS,1128299,8/3/2021,West,Washington,Seattle,Tensor Run Shoes,58,98,5684,3297,58%,Online,
Foot Locker,ADIDAS,1185732,8/3/2021,Midwest,Minnesota,Minneapolis,Supernova+ Shoes,54,98,5292,2276,43%,Online,
Foot Locker,ADIDAS,1185732,8/3/2021,Midwest,Minnesota,Minneapolis,Predator Freak.3 Turf Shoes,41,98,4018,2290,57%,Online,
Kohl's,ADIDAS,1189833,9/2/2021,Midwest,Minnesota,Minneapolis,Adicolor Classics Collegiate Cropped Hoodie,44,98,4312,2156,50%,Online,
Kohl's,ADIDAS,1189833,9/2/2021,Midwest,Montana,Billings,Waist Bag,54,98,5292,3704,70%,Online,
Sports Direct,ADIDAS,1197831,9/2/2021,South,Tennessee,Knoxville,Designed to Move High-Rise Sport Zebra 7/8 Tights,38,98,3724,1303,35%,Online,
Sports Direct,ADIDAS,1197831,9/2/2021,South,Alabama,Birmingham,Funny Dino Tee (Gender Neutral),32,98,3136,1788,57%,Online,
Amazon,ADIDAS,1185732,9/2/2021,Northeast,Maine,Portland,adidas x Classic LEGOÂ® Track Suit,62,98,6076,2491,41%,Online,
West Gear,ADIDAS,1128299,9/2/2021,Northeast,Maine,Portland,QT Racer Sport Shoes,33,98,3234,1908,59%,Online,
Foot Locker,ADIDAS,1128299,10/4/2021,West,Alaska,Anchorage,Predator Freak.3 Turf Shoes,42,98,4116,2099,51%,Online,
Foot Locker,ADIDAS,1128299,10/4/2021,West,Hawaii,Honolulu,QT Racer Sport Shoes,58,98,5684,4206,74%,Online,
